timestep_i,timestep_0,timestep_1,timestep_2,timestep_3,timestep_4,timestep_5,timestep_6,timestep_7,timestep_8,timestep_9,timestep_10,timestep_11,timestep_12,timestep_13,timestep_14,timestep_15,timestep_16,timestep_17,timestep_18,timestep_19,timestep_20,timestep_21,timestep_22,timestep_23,timestep_24,timestep_25,timestep_26,timestep_27,timestep_28,timestep_29,timestep_30,timestep_31,timestep_32,timestep_33,timestep_34,timestep_35,timestep_36,timestep_37,timestep_38,timestep_39,timestep_40,timestep_41,timestep_42,timestep_43,timestep_44,timestep_45,timestep_46,timestep_47,timestep_48,timestep_49,timestep_50,timestep_51,timestep_52,timestep_53,timestep_54,timestep_55,timestep_56,timestep_57,timestep_58,timestep_59,timestep_60,timestep_61,timestep_62,timestep_63,timestep_64,timestep_65,timestep_66,timestep_67,timestep_68,timestep_69,timestep_70,timestep_71,timestep_72,timestep_73,timestep_74,timestep_75,timestep_76,timestep_77,timestep_78,timestep_79,timestep_80,timestep_81,timestep_82,timestep_83,timestep_84,timestep_85,timestep_86,timestep_87,timestep_88,timestep_89,timestep_90,timestep_91,timestep_92,timestep_93,timestep_94,timestep_95,timestep_96,timestep_97,timestep_98,timestep_99,timestep_100,timestep_101,timestep_102,timestep_103,timestep_104,timestep_105,timestep_106,timestep_107,timestep_108,timestep_109,timestep_110,timestep_111,timestep_112,timestep_113,timestep_114,timestep_115,timestep_116,timestep_117,timestep_118,timestep_119,timestep_120,timestep_121,timestep_122,timestep_123,timestep_124,timestep_125,timestep_126,timestep_127
0,8.187853813171387,0.4376225471496582,1.6774383783340454,-1.2525526285171509,1.6677879095077515,-0.025369932875037193,1.262308955192566,-1.674096703529358,-5.819115161895752,-2.076840400695801,0.46016639471054077,1.0501749515533447,0.8525296449661255,-0.1715800017118454,-0.7937725782394409,2.812664747238159,-0.29431578516960144,2.5491504669189453,-2.050189971923828,2.0688464641571045,2.131335735321045,-0.1972941905260086,3.942561149597168,-0.7920026183128357,0.16213342547416687,1.172649621963501,-0.9016155004501343,1.2528941631317139,-0.4859291613101959,2.1704788208007812,-1.0152099132537842,3.703738212585449,-2.2497222423553467,-1.708434820175171,-1.3304823637008667,0.8312065601348877,2.989593744277954,3.1292686462402344,-1.0706006288528442,1.6261265277862549,0.7963268756866455,0.8618110418319702,0.3280107080936432,1.1105291843414307,-1.9350382089614868,-2.33950138092041,1.1784337759017944,1.718509554862976,-3.702960729598999,0.6947751641273499,0.44523873925209045,-2.4947333335876465,3.0358266830444336,0.8290156126022339,-1.425794005393982,3.100064754486084,4.081238746643066,-0.135795459151268,-0.5715353488922119,-0.2622160315513611,-1.3332802057266235,0.8955612778663635,-1.6017261743545532,0.03419153764843941,-0.9547094106674194,1.4720607995986938,0.8286600708961487,-0.5956518650054932,0.293783038854599,2.110785484313965,-1.077003836631775,1.554042100906372,-2.1527950763702393,-1.3292831182479858,3.050570249557495,0.46551215648651123,-3.419684648513794,-0.6997610926628113,3.839383125305176,0.5808030962944031,-2.369391679763794,3.3757293224334717,-1.811840534210205,-1.5803800821304321,1.9970636367797852,1.6517434120178223,-2.683363199234009,0.054214783012866974,-0.2674325108528137,-0.8979181051254272,-0.6505202651023865,-0.26674601435661316,1.9882140159606934,1.8273051977157593,-2.06052303314209,-2.961249828338623,-0.5675827264785767,-1.7004177570343018,1.7603943347930908,4.724255561828613,3.193542718887329,-1.286908745765686,0.7951444983482361,1.980657696723938,1.4188551902770996,0.30211082100868225,0.5784620046615601,-1.4252773523330688,-1.5610957145690918,1.988322377204895,-1.1453524827957153,1.6742838621139526,-0.27333560585975647,1.241274118423462,-0.30742427706718445,2.159536361694336,-0.2627146542072296,-0.15212945640087128,0.04249246418476105,1.9429340362548828,-1.7887566089630127,2.4926247596740723,0.19278448820114136,2.3651933670043945,2.5536978244781494,-1.59480619430542,-3.631981134414673,-1.7840609550476074
1,0.4376225471496582,7.967219352722168,-2.8673148155212402,0.9313531517982483,1.688194990158081,-3.885295867919922,-3.1830992698669434,-1.983523964881897,-3.5333151817321777,-0.5688880085945129,0.23709693551063538,0.3947280943393707,-1.380307674407959,0.6967599987983704,2.37026309967041,-1.030030608177185,1.529340386390686,-0.10545983165502548,3.460923910140991,-1.0413990020751953,2.805659294128418,-0.21141700446605682,1.4395679235458374,1.316657304763794,-2.530895948410034,-0.572583794593811,-1.5404518842697144,2.2289364337921143,-1.0684038400650024,2.784048318862915,-1.586939811706543,-0.29876968264579773,-3.201680898666382,0.14716239273548126,0.7643030881881714,1.0312108993530273,0.5161340832710266,0.008064566180109978,-3.124225616455078,-0.47634902596473694,-1.9198652505874634,2.7132315635681152,1.5871472358703613,2.517371892929077,-2.6127583980560303,0.6276440620422363,2.4683170318603516,-0.12412756681442261,1.2343199253082275,-1.8857536315917969,0.39694246649742126,0.26249805092811584,-1.3089098930358887,2.0525479316711426,0.4141037166118622,-0.30634650588035583,1.9395285844802856,1.965872883796692,-0.5584725141525269,1.1479572057724,-1.683288812637329,3.1177027225494385,0.03331176936626434,-1.6511294841766357,1.5551912784576416,-1.106679081916809,1.9572486877441406,1.303541660308838,-3.6715846061706543,-0.8323044180870056,1.1131987571716309,-1.1390712261199951,0.023597223684191704,-2.400099039077759,1.0948190689086914,0.116030752658844,-1.4100863933563232,0.7929660677909851,0.914758563041687,-0.1455240696668625,-0.8572061061859131,-0.1162736639380455,1.5500963926315308,-0.2839774191379547,-1.4275588989257812,2.4163897037506104,3.0644893646240234,-1.3911985158920288,0.2615329325199127,3.7332234382629395,-0.06311779469251633,0.4594440460205078,-1.634173035621643,0.6611478328704834,-1.4093281030654907,1.6913319826126099,0.6714531183242798,-2.4606010913848877,-0.14213864505290985,0.19400955736637115,-1.4304546117782593,-0.518564760684967,3.1649980545043945,-2.2005832195281982,-0.7759872674942017,0.5522482395172119,3.5330889225006104,1.9256129264831543,1.29335618019104,-0.5687010288238525,-2.2084689140319824,0.9582447409629822,2.6740264892578125,-1.0208734273910522,2.1832642555236816,1.453676700592041,-0.7776901721954346,-2.2217040061950684,-0.7596344947814941,-3.7571146488189697,-1.132311224937439,0.170917347073555,-2.2827656269073486,-0.9787188768386841,-1.488974690437317,1.8329696655273438,-2.3532698154449463,-3.434384346008301
2,1.6774383783340454,-2.8673148155212402,7.8800272941589355,0.9169040322303772,1.805652379989624,2.379326105117798,-0.2274046689271927,0.028446020558476448,0.2875896394252777,0.20119509100914001,1.3620983362197876,0.5190433859825134,3.2349693775177,0.7159296274185181,-2.3752126693725586,0.33827000856399536,0.3651570975780487,1.3010082244873047,2.2994534969329834,2.3630576133728027,-1.8882290124893188,-0.7513494491577148,-0.25981584191322327,-0.9394159317016602,1.386426568031311,-0.26757490634918213,1.8284693956375122,-1.8031795024871826,0.7768341898918152,-0.6552750468254089,-0.7242452502250671,1.3555080890655518,-0.08923742920160294,1.0716882944107056,-0.11970813572406769,-0.008870590478181839,-0.10386639833450317,0.10375795513391495,1.363593339920044,-0.6173224449157715,1.6102683544158936,0.21700519323349,0.24524007737636566,-0.19871483743190765,-0.9930285215377808,1.5726113319396973,0.3591468632221222,2.1262660026550293,-2.3914921283721924,3.7186248302459717,-1.0667266845703125,-1.1082484722137451,1.0442978143692017,-1.3710755109786987,-0.27329421043395996,0.9703725576400757,2.035032272338867,0.509162962436676,2.041778326034546,0.03892171382904053,0.5931516289710999,-2.929633378982544,0.3796515464782715,2.74455189704895,-2.24271297454834,1.050590991973877,1.4321796894073486,-1.8501204252243042,1.8332667350769043,1.5116370916366577,-0.4592645466327667,1.2368594408035278,-0.732503354549408,2.8170995712280273,2.8161556720733643,-0.20788174867630005,0.7070554494857788,1.0163408517837524,-0.20875534415245056,-0.08907825499773026,-1.216455101966858,-0.5535765290260315,-1.6808544397354126,-0.021607736125588417,1.7856496572494507,1.1068156957626343,-2.6760950088500977,1.0077214241027832,0.0012182405916973948,-3.4559950828552246,-1.4331947565078735,-0.024463864043354988,1.9930813312530518,0.6874890327453613,-0.1182473748922348,-0.7252987623214722,0.6097551584243774,1.7485865354537964,1.389133334159851,1.5120327472686768,-0.15611985325813293,-0.5496532320976257,-1.2860151529312134,1.521007776260376,1.8852111101150513,-0.4675408899784088,-2.9989588260650635,0.1129344180226326,-2.1345083713531494,1.990136981010437,1.4361255168914795,0.9870234727859497,-3.2179977893829346,0.6350477933883667,-2.3295388221740723,0.4374179244041443,0.32632923126220703,2.2352445125579834,0.18290480971336365,1.8850739002227783,1.471409797668457,2.1332268714904785,0.9753097891807556,1.0048288106918335,0.7303874492645264,-3.100155830383301,0.14055286347866058,2.3158764839172363
3,-1.2525526285171509,0.9313531517982483,0.9169040322303772,3.998278856277466,1.6569511890411377,1.7766618728637695,-2.0262269973754883,0.6591639518737793,1.896506428718567,-0.3012959361076355,0.5482433438301086,-0.20288115739822388,-1.8159770965576172,1.2092665433883667,-0.11622972786426544,-0.5471926331520081,-1.280659794807434,-0.532059907913208,2.0839080810546875,0.31857308745384216,-1.0561681985855103,0.4176005423069,-0.8325217366218567,0.32691067457199097,2.293522834777832,-2.258795976638794,-1.4998587369918823,1.1280182600021362,0.31104132533073425,-2.623216152191162,-0.8578360676765442,-1.61233651638031,1.0490925312042236,0.6703605651855469,1.2507940530776978,-0.7080724835395813,-0.6064973473548889,-1.6958234310150146,-0.32594841718673706,-0.5550639033317566,0.6976982951164246,0.9206717610359192,-0.8071335554122925,0.3231551945209503,-0.06749850511550903,2.9770803451538086,0.33467763662338257,0.22720229625701904,0.5808126330375671,0.9817987680435181,-1.1626942157745361,1.505175232887268,-0.4075245261192322,-0.5170915722846985,1.1486084461212158,-0.31281334161758423,0.95327228307724,-0.2142406851053238,0.6066318154335022,-0.30212804675102234,0.38481470942497253,-0.5576467514038086,-0.012702691368758678,1.8882153034210205,-0.18896286189556122,0.9210817217826843,0.9399658441543579,0.7694898843765259,-0.09400615841150284,-1.7281450033187866,0.24295176565647125,-2.024007797241211,1.1198759078979492,0.7463698983192444,-0.40687891840934753,-0.850541889667511,0.7916063666343689,-0.8774477243423462,0.2587788701057434,-0.2670847177505493,-0.29115667939186096,-0.757229745388031,1.397176742553711,-1.0132066011428833,-1.295530915260315,1.2312781810760498,-0.0630502924323082,-0.10153031349182129,1.2292242050170898,-0.5473037362098694,0.21659152209758759,1.178141474723816,-1.2057644128799438,-0.76056307554245,-0.15483713150024414,2.654183864593506,0.4167805016040802,-0.38656970858573914,-1.8919603824615479,-1.3185704946517944,-2.2018990516662598,-0.14037075638771057,0.3761478662490845,-1.649017572402954,0.2867209315299988,-1.8776949644088745,0.4355885982513428,0.7298957109451294,-0.10816457122564316,-1.2019355297088623,-0.15770715475082397,-0.8276481628417969,0.528232753276825,-2.096226453781128,0.6112003326416016,-0.2072194516658783,-0.6069431304931641,-1.0410757064819336,-0.855149507522583,-2.2270023822784424,-1.0983836650848389,-0.8482319712638855,1.6635422706604004,0.06600205600261688,-1.0451909303665161,-0.06702009588479996,0.36784085631370544,2.2242555618286133
4,1.6677879095077515,1.688194990158081,1.805652379989624,1.6569511890411377,8.611291885375977,-1.7802454233169556,-0.6715741157531738,-2.0055313110351562,-2.988917112350464,0.5633374452590942,-1.9231213331222534,-1.0403647422790527,-0.9375311732292175,3.069211959838867,1.5603916645050049,-0.21275271475315094,-0.482450932264328,1.4775166511535645,0.8331852555274963,0.8469087481498718,2.751513719558716,2.402996301651001,2.693162202835083,-0.2650114595890045,-1.2661601305007935,-1.50946044921875,0.9532425403594971,3.100285053253174,-0.97235506772995,1.1080975532531738,-1.2369487285614014,0.10032464563846588,-1.9607493877410889,2.0320885181427,1.294177770614624,0.08840658515691757,1.0068210363388062,0.14927540719509125,-0.4849022924900055,-1.3622559309005737,-2.009115219116211,-0.01270162034779787,0.02634948119521141,-0.09729838371276855,-2.608253240585327,1.6855162382125854,0.8736684918403625,2.9472053050994873,0.440666139125824,-1.7000495195388794,0.6702216267585754,0.777102530002594,1.0505709648132324,0.6129392981529236,0.6860623955726624,0.14771053194999695,1.3414760828018188,0.8592531085014343,0.6825746297836304,0.6022740602493286,-2.269066333770752,3.7799947261810303,-2.813082695007324,-0.5993425846099854,-1.6652382612228394,0.37537214159965515,3.562117338180542,3.2955691814422607,-1.021528720855713,-0.412249356508255,0.32699260115623474,-3.268389940261841,0.3528367877006531,-0.7004356384277344,2.422053575515747,0.8820341229438782,-1.5247294902801514,2.027317523956299,2.2652716636657715,0.059670962393283844,1.6730798482894897,-1.837358832359314,0.7045642733573914,-3.8043482303619385,0.5210816860198975,2.469618082046509,1.9020373821258545,-0.6241762042045593,0.6561219692230225,0.5490296483039856,-0.2810887098312378,1.9857537746429443,0.3874846398830414,1.0147801637649536,-2.7142252922058105,4.045963287353516,-0.6104093194007874,-1.4903099536895752,0.22580011188983917,-1.2512837648391724,-0.43793293833732605,0.4763326048851013,1.8521580696105957,0.39058971405029297,2.255099296569824,0.8996390700340271,0.5612996220588684,-0.13228701055049896,-1.06320059299469,-1.4111865758895874,0.41522952914237976,-0.7680583596229553,2.107389450073242,1.8966773748397827,1.8692408800125122,-0.13503701984882355,2.8157999515533447,-0.9588690996170044,1.2269386053085327,-2.571363925933838,1.3569104671478271,0.941550612449646,1.1271982192993164,0.8950793147087097,-0.8603618144989014,0.046884432435035706,-1.7950881719589233,-3.3889238834381104
5,-0.025369932875037193,-3.885295867919922,2.379326105117798,1.7766618728637695,-1.7802454233169556,12.17071533203125,1.7594865560531616,2.7435007095336914,5.3159589767456055,-0.26932063698768616,0.11451536417007446,0.8207772970199585,-0.7629215121269226,-0.5019950866699219,-3.615039110183716,-0.6889458298683167,-0.43753713369369507,0.8863933682441711,-1.4014317989349365,1.8796032667160034,-5.339813709259033,2.9826109409332275,-3.2824175357818604,0.8641785979270935,4.719875812530518,-0.5945901870727539,-0.5361181497573853,0.5153990983963013,2.932335138320923,-2.383742332458496,-0.8832706212997437,1.9378327131271362,4.1741862297058105,0.04209572821855545,0.9069659113883972,-1.5983742475509644,-2.018507480621338,-0.061525627970695496,3.305598020553589,2.439055919647217,2.2201545238494873,0.21826204657554626,-1.3055918216705322,-1.4559413194656372,-0.3311993181705475,-0.45360180735588074,-3.8774874210357666,0.15416236221790314,1.065950632095337,0.19894501566886902,-5.623948097229004,0.542483389377594,0.45156726241111755,-3.6495203971862793,2.5342154502868652,0.7806065678596497,-0.48534417152404785,-1.0504734516143799,-0.4137190580368042,-1.5070719718933105,-0.8292735815048218,-2.805011749267578,2.9481332302093506,3.1427645683288574,-1.9082998037338257,2.3958492279052734,-2.391948938369751,-0.02704591304063797,4.481195449829102,-1.1074689626693726,-1.9472495317459106,1.6230307817459106,1.2214539051055908,2.3618791103363037,-0.4682918190956116,-3.085991859436035,1.672437071800232,-0.47854846715927124,-0.6951763033866882,1.6628986597061157,3.140590190887451,-1.095804214477539,-1.674973964691162,-1.4111082553863525,1.7731971740722656,1.2088333368301392,-2.8138577938079834,4.589317798614502,3.9142229557037354,-0.9232150912284851,-0.3331497311592102,-2.6231555938720703,0.6182650327682495,1.202752947807312,0.051588233560323715,3.456782102584839,-3.6820032596588135,4.185278415679932,-2.3412230014801025,-1.733718752861023,2.5016226768493652,0.9174214005470276,-4.316622734069824,2.1767578125,1.3766112327575684,-1.9609928131103516,-3.809250593185425,1.355833649635315,-2.5075230598449707,-1.6742125749588013,0.7909174561500549,-0.1494920700788498,-2.495370864868164,-1.819954752922058,-1.75806725025177,-2.8813066482543945,0.4817342162132263,1.170129418373108,0.505744993686676,0.6520344018936157,1.121896743774414,-1.064387559890747,1.4199947118759155,0.9692608714103699,2.7424442768096924,-2.235386371612549,3.052450180053711,5.183404445648193
6,1.262308955192566,-3.1830992698669434,-0.2274046689271927,-2.0262269973754883,-0.6715741157531738,1.7594865560531616,8.796883583068848,0.8975205421447754,-1.0043429136276245,3.503302812576294,1.847482681274414,-1.043769121170044,-1.2669211626052856,-2.6740078926086426,1.0592718124389648,0.9683613181114197,-0.019319897517561913,1.5699505805969238,-7.054489612579346,1.429012656211853,1.5610154867172241,2.1057724952697754,1.340924859046936,-0.602263331413269,1.4534941911697388,2.3404831886291504,1.235288143157959,-1.8690265417099,0.04524868354201317,3.66903018951416,-1.2778881788253784,1.173614740371704,0.5575277805328369,-2.500399351119995,-0.9108647108078003,-0.024998795241117477,1.443824291229248,1.504860281944275,1.754086971282959,1.2448264360427856,0.29206782579421997,-1.9548944234848022,-1.0207278728485107,-2.2060084342956543,2.242299795150757,-3.9720335006713867,-2.069040298461914,1.6477041244506836,-2.0831568241119385,-1.5832902193069458,-0.23507249355316162,-0.2719762325286865,0.07233286648988724,-1.9124960899353027,-1.29362952709198,1.8154146671295166,-0.7576905488967896,0.14962713420391083,-1.560192346572876,-1.3360986709594727,0.17652484774589539,1.3052456378936768,0.3737068474292755,-0.030467085540294647,-1.701594352722168,1.0630561113357544,-1.8989167213439941,2.113201856613159,3.5106914043426514,0.9234089255332947,-0.2867450714111328,-0.21929524838924408,-1.7314306497573853,-2.3744001388549805,-0.14835093915462494,-1.4815080165863037,-0.06427643448114395,0.9190718531608582,2.065188407897949,0.3817199170589447,0.3580298125743866,0.6072667837142944,-1.2492640018463135,-1.3435626029968262,5.502504348754883,-2.707801103591919,-2.174989700317383,-1.1037278175354004,-0.4312068223953247,-1.7903939485549927,-1.2755485773086548,-2.3071208000183105,0.048883456736803055,0.13406768441200256,-4.169834613800049,-0.9401349425315857,-1.7776987552642822,-0.14375407993793488,1.4944615364074707,0.8797809481620789,6.293013572692871,0.6150611042976379,-0.38933423161506653,3.0861573219299316,-0.39375731348991394,1.2586396932601929,-0.7297025322914124,-1.2602994441986084,-2.9348206520080566,-0.09353754669427872,-0.33250245451927185,0.8519654273986816,-1.0143752098083496,1.0817300081253052,-0.5834830403327942,-0.9879674911499023,1.9682338237762451,2.127831220626831,3.405912160873413,2.2738685607910156,1.025635838508606,0.7810382843017578,1.1641570329666138,1.6037158966064453,2.1683425903320312,-2.203012228012085,-0.20467819273471832,1.0443979501724243
7,-1.674096703529358,-1.983523964881897,0.028446020558476448,0.6591639518737793,-2.0055313110351562,2.7435007095336914,0.8975205421447754,7.897009372711182,3.366776466369629,1.2852497100830078,0.253366082906723,0.5961236357688904,-0.1847301721572876,1.5645673274993896,0.14135773479938507,-2.1694724559783936,-0.011882344260811806,-0.474565327167511,-0.25696614384651184,0.7917850613594055,-0.7898315787315369,2.3598792552948,-2.489814281463623,0.5866405963897705,2.382169246673584,-0.4787297546863556,1.1664589643478394,-2.9989945888519287,0.5933660864830017,0.13861697912216187,3.755430221557617,-0.5373905301094055,3.9690749645233154,-1.8537814617156982,0.785150408744812,1.8755450248718262,0.06936678290367126,-1.494875431060791,2.6058192253112793,1.5775996446609497,1.386828899383545,-0.3111700415611267,-2.1814422607421875,-1.8566550016403198,2.166450023651123,1.3532204627990723,0.36429160833358765,-1.437144160270691,0.6077781915664673,-0.35169661045074463,-1.2648875713348389,0.6319257616996765,-0.5833173990249634,-1.4645403623580933,0.6781280040740967,-0.09799142181873322,-1.8701854944229126,-1.5388880968093872,2.396488666534424,0.023945985361933708,0.5690747499465942,-1.1949373483657837,2.90950870513916,0.007836790755391121,0.8271006941795349,3.1606435775756836,-2.9134795665740967,-1.3420144319534302,2.7397758960723877,0.25501054525375366,1.35700261592865,0.5288586616516113,-0.7021151185035706,1.9186280965805054,-3.3307974338531494,-0.26595503091812134,3.931764841079712,-0.35994476079940796,-0.8783767819404602,2.095078706741333,0.6459553241729736,-2.340573310852051,-2.6503000259399414,0.8720218539237976,0.15697838366031647,-0.30181294679641724,3.0286030769348145,-0.09336230903863907,1.221617579460144,1.2756630182266235,3.31136155128479,-0.35043707489967346,0.24696804583072662,-1.5977932214736938,1.8425099849700928,-1.216493010520935,-0.27480432391166687,2.428341865539551,1.8736199140548706,-0.8544867038726807,1.2083637714385986,1.3822606801986694,-4.0957417488098145,-0.505188524723053,-0.6190498471260071,0.30029404163360596,-0.3910723924636841,-1.4697340726852417,1.4027069807052612,-1.5654124021530151,-0.1460101455450058,-0.3070530593395233,1.4990874528884888,0.35976409912109375,-0.45709460973739624,-3.0942130088806152,-2.475940227508545,0.935704231262207,1.083094835281372,2.180591106414795,1.1439967155456543,-1.0459420680999756,2.3257932662963867,0.7920772433280945,0.8764855265617371,3.2609779834747314,3.026571273803711,5.461840629577637
8,-5.819115161895752,-3.5333151817321777,0.2875896394252777,1.896506428718567,-2.988917112350464,5.3159589767456055,-1.0043429136276245,3.366776466369629,11.419205665588379,0.979127824306488,-1.680870771408081,-0.04471030831336975,-0.6770933866500854,0.06365670263767242,-1.3793742656707764,-3.1493608951568604,-0.27242788672447205,-1.1561646461486816,1.387784481048584,-2.0421814918518066,-4.092037200927734,-0.2739744186401367,-3.9031388759613037,1.4755924940109253,3.258709192276001,-1.4918293952941895,-0.5477736592292786,-0.3863585889339447,2.7297122478485107,-5.9314165115356445,0.9411956667900085,-1.2278969287872314,3.97536301612854,2.6461596488952637,-0.1257144659757614,-1.976264476776123,-2.688316822052002,-1.6233103275299072,2.6880085468292236,0.2027527093887329,2.028682231903076,0.7422264218330383,0.19056051969528198,-3.0420455932617188,2.308776617050171,1.7926563024520874,-3.3135974407196045,-1.3066357374191284,3.837348461151123,1.0295511484146118,-1.9168821573257446,3.676579713821411,-1.6155447959899902,-2.830946922302246,3.765573740005493,-4.0091705322265625,-2.6405649185180664,-1.8720232248306274,0.43756142258644104,1.1125792264938354,1.5591055154800415,-2.5216827392578125,1.2466676235198975,1.2956178188323975,0.5358918905258179,-0.4136187434196472,-3.1319875717163086,-1.3353599309921265,0.3017972707748413,-2.027296543121338,0.7084583044052124,1.7508225440979004,2.560948610305786,2.5766255855560303,-2.133324146270752,-1.629851222038269,4.303289413452148,-1.687036395072937,-4.388338088989258,0.3711467683315277,2.8575589656829834,-1.9340204000473022,0.347964882850647,0.885392963886261,-0.44130557775497437,-2.7907755374908447,-0.5913665294647217,3.7048873901367188,3.07342529296875,-0.41238588094711304,1.3284759521484375,-0.6858421564102173,-0.696070671081543,-0.15779627859592438,6.568622589111328,3.1758339405059814,-0.21166807413101196,3.4493532180786133,-3.5776586532592773,-3.251741886138916,-2.704747200012207,1.7847065925598145,-3.717024326324463,1.5631067752838135,1.3386410474777222,-1.8028862476348877,-1.327022910118103,1.3180230855941772,2.0264010429382324,-2.2338523864746094,1.0567814111709595,-1.8455851078033447,-1.5739182233810425,-0.4236639738082886,-0.6999272704124451,-4.134611129760742,1.279998779296875,2.8016598224639893,-0.9476616382598877,-0.37321433424949646,0.6991524696350098,-1.0985667705535889,1.0496299266815186,-1.4210457801818848,-2.7352545261383057,1.4358011484146118,4.009161472320557,3.057739496231079
9,-2.076840400695801,-0.5688880085945129,0.20119509100914001,-0.3012959361076355,0.5633374452590942,-0.26932063698768616,3.503302812576294,1.2852497100830078,0.979127824306488,8.152032852172852,0.5566993355751038,-1.667801856994629,-2.4683101177215576,0.46909672021865845,-0.0878095030784607,-2.464343309402466,-0.3378013074398041,-0.17227298021316528,-1.372266411781311,1.270569920539856,1.0196939706802368,1.8137935400009155,-0.975143313407898,2.0163052082061768,-0.44605356454849243,2.2160868644714355,3.8581383228302,-4.280357837677002,-0.26560571789741516,2.9698500633239746,-1.4311902523040771,-0.4488005042076111,-1.119685173034668,-0.2871544659137726,0.5297515988349915,0.9094690084457397,0.47301042079925537,-0.42068755626678467,3.0368542671203613,-0.5584681034088135,-0.5294905304908752,-1.763443946838379,-0.03414710611104965,-1.0402677059173584,1.9747499227523804,-0.37589457631111145,-1.7862714529037476,1.7033005952835083,-0.3290419280529022,-0.9556287527084351,-0.9629075527191162,-0.7841505408287048,-1.4016168117523193,-0.9908655285835266,-0.3706386089324951,-1.6189017295837402,-2.6665475368499756,3.8883538246154785,0.38322216272354126,-1.0014151334762573,0.2612682282924652,1.5060077905654907,-1.1084333658218384,-0.3671673834323883,0.1125091165304184,0.045703593641519547,-1.559301733970642,1.3016635179519653,3.917140483856201,-0.17152239382266998,1.6088974475860596,-1.207847237586975,-1.123931884765625,0.6875675320625305,-2.2202494144439697,-0.009850805625319481,2.5483055114746094,3.9040493965148926,2.1704204082489014,1.0182697772979736,-0.06298141181468964,-2.634127140045166,0.5073555707931519,-0.08798465132713318,3.298635482788086,-1.4622451066970825,2.082202911376953,-2.796466827392578,0.2708754539489746,-0.6384179592132568,-2.141242504119873,-2.011813163757324,-2.0076727867126465,-0.34492671489715576,-3.432164192199707,0.8029653429985046,-1.3652100563049316,-0.053424589335918427,1.5545698404312134,-2.8004817962646484,1.528904676437378,1.5990394353866577,0.9054162502288818,0.5662804841995239,-1.026345133781433,1.5260366201400757,-1.0025218725204468,0.05987364053726196,-1.5047475099563599,-0.42058297991752625,0.22438658773899078,-0.3068754971027374,-1.0907042026519775,1.1875481605529785,-1.1247018575668335,-1.0128687620162964,4.105775356292725,1.8823319673538208,3.650609016418457,0.706739068031311,2.5401196479797363,-0.5817049741744995,0.2582167983055115,-1.4211173057556152,-3.1669578552246094,-0.5292466282844543,3.4927964210510254,0.5169764757156372
